endpoint,sample,prediction,base_value,category,features,shap_values,explanation
ADME_hPPB,mol_10_None,53.7391698775297,13.04901878157168,low binding,"['MolLogP', 'BertzCT', 'FractionCSP3']","[6.979759588633484, 6.80298235261289, 3.8183503836978976]","The model predicts a fraction unbound in plasma of 53.74%, categorizing this compound as having low plasma protein binding, which suggests a higher proportion of free drug available for pharmacological activity and distribution.

The baseline fraction unbound of 13.05% represents the average plasma protein binding observed across similar compounds. Since the prediction of 53.74% is significantly higher than this baseline, it implies reduced binding to plasma proteins, enhancing the free drug concentration that can interact with target receptors and undergo elimination or metabolism more readily.

1. MolLogP (+6.98): This feature quantifies the compoundâ€™s lipophilicity, indicating its affinity for lipid environments over aqueous ones. Higher MolLogP values generally increase plasma protein binding; however, in this context, the positive contribution (+6.98) is associated with increased fraction unbound, likely reflecting the compoundâ€™s physicochemical profile that favors less binding or possibly disruption of typical hydrophobic interactions, thereby enhancing drug availability in plasma.

2. BertzCT (+6.80): Bertz complexity, a measure of molecular structural complexity, affects how a molecule interacts with plasma proteins. A higher BertzCT score suggests molecular features that reduce tight binding affinities, possibly due to steric hindrance or conformational flexibility, which leads to an increase (+6.80) in the fraction of unbound drug, indicating greater free drug presence in circulation.

3. FractionCSP3 (+3.82): This feature represents the ratio of sp3-hybridized carbons, reflecting molecular three-dimensionality and saturation. Increased FractionCSP3 often decreases plasma protein binding by reducing planar stacking interactions with proteins. The positive influence (+3.82) here corresponds to greater fraction unbound, consistent with enhanced pharmacokinetic availability.

These features reinforce the overall prediction of increased fraction unbound in plasma, supporting a low plasma protein binding profile, although additional molecular descriptors not shown may further influence the final binding prediction."
ADME_hPPB,mol_11_None,5.6058689640631245,13.04901878157168,low binding,"['MolLogP', 'SMR_VSA3', 'SlogP_VSA2']","[-3.622401662488449, 2.338959130918891, 1.7795509801546456]","The model predicts a plasma protein binding fraction unbound of 5.61%, categorized as low binding, indicating that a smaller proportion of the drug remains free in plasma to exert pharmacological effects or undergo clearance.

The baseline plasma protein binding fraction unbound is 13.05%, representing the average level expected for compounds in this dataset. The predicted value of 5.61% is considerably lower than this baseline, suggesting that the compound binds more extensively to plasma proteins, which typically reduces free drug availability and may prolong systemic circulation while limiting distribution into tissues.

1. MolLogP (-3.62): This feature represents the calculated logarithm of the compoundâ€™s partition coefficient between octanol and water, reflecting lipophilicity. A negative contribution indicates that lower lipophilicity is associated with reduced fraction unbound because less lipophilic compounds tend to bind more strongly or non-specifically to plasma proteins, leading to decreased free drug concentration. Pharmacokinetically, this implies enhanced protein binding which can limit tissue penetration and modify clearance.

2. SMR_VSA3 (+2.34): This descriptor captures the surface area of molecular regions with a specific charge or polarizability as quantified by the molecular refractivity. A positive value indicates that increased surface area in this region tends to increase the fraction unbound, likely due to decreased interactions with plasma proteins. This partial increase suggests some structural characteristics that favor less protein binding and higher free drug levels.

3. SlogP_VSA2 (+1.78): This feature measures the surface area associated with atoms having a specific range of logP contributions, again related to hydrophobicity. The positive contribution reflects that greater exposure of hydrophobic surface area can enhance fraction unbound by reducing strong plasma protein interactions, thus slightly offsetting the overall trend toward lower free drug.

Overall, the negative contribution from MolLogP strongly drives the prediction of lower fraction unbound, while the positive influences of SMR_VSA3 (+2.34) and SlogP_VSA2 (+1.78) partially counteract this effect. Other molecular properties not shown may dominate the prediction, but these features collectively suggest a compound with relatively strong plasma protein binding."
ADME_hPPB,mol_12_None,0.0874118578486608,13.04901878157168,very high binding,"['MolLogP', 'SlogP_VSA5', 'BertzCT']","[-4.054725269932078, -1.2350370657279799, -1.1295731828419464]","The model predicts a plasma protein binding fraction unbound (ADME_hPPB) of 0.09 %, classifying the compound as very highly bound to plasma proteins, which indicates that only a minimal fraction of the drug remains free and pharmacologically active in circulation.

The baseline plasma protein binding fraction unbound is 13.05 %, representing an average level of binding across compounds. Since the model's prediction of 0.09 % is significantly lower than this baseline, it suggests the compound exhibits substantially stronger binding to plasma proteins, thereby potentially reducing its free concentration available for target interaction and altering its pharmacokinetic profile such as distribution and clearance.

1. MolLogP (-4.05): This feature represents the logarithm of the octanol-water partition coefficient, a measure of compound lipophilicity. The negative value indicates that higher lipophilicity strongly decreases the fraction unbound by promoting stronger interactions with hydrophobic binding sites on plasma proteins. Consequently, this leads to increased plasma protein binding and reduced free drug levels.

2. SlogP_VSA5 (-1.24): This descriptor integrates lipophilicity (logP) with van der Waals surface area, reflecting the nonpolar accessible surface area of the molecule. A negative contribution means that larger nonpolar surface areas enhance plasma protein binding by favoring hydrophobic interactions, thereby decreasing the fraction unbound and limiting free drug availability.

3. BertzCT (-1.13): BertzCT is a topological complexity measure quantifying molecular complexity and branching. Its negative effect on the fraction unbound suggests that more structurally complex molecules tend to exhibit increased affinity for plasma proteins, possibly because complexity influences molecular recognition and binding affinity, ultimately lowering free drug concentrations.

These features collectively reinforce the overall prediction of very high plasma protein binding by decreasing the fraction unbound; yet, it is possible that additional molecular properties not shown here predominantly drive this binding behavior."
ADME_hPPB,mol_13_None,53.7891046179726,13.04901878157168,low binding,"['SMR_VSA10', 'PEOE_VSA6', 'SlogP_VSA2']","[6.17208339298676, 4.57483262908663, 4.233802182460852]","The model predicts a plasma protein binding fraction unbound of 53.79%, categorizing the compound as low binding, which implies a higher free drug concentration available for pharmacological activity.

The baseline fraction unbound represents an average plasma protein binding of 13.05% among similar compounds, indicating substantial binding and limited free drug. The prediction of 53.79% is markedly higher than this baseline, suggesting reduced plasma protein affinity and consequently increased bioavailability and potential for tissue distribution.

1. SMR_VSA10 (+6.17): This feature quantifies the sum of van der Waals surface areas of atoms with specific molar refractivity values, reflecting molecular polarizability; a higher value typically reduces protein binding by decreasing hydrophobic interactions, thus increasing the fraction unbound and enhancing drug availability.

2. PEOE_VSA6 (+4.57): Representing the van der Waals surface area of atoms with specific partial charges calculated by the PEOE method, this feature indicates regions of moderate polarity that weaken strong binding interactions with plasma proteins, leading to a higher unbound fraction and improved systemic exposure.

3. SlogP_VSA2 (+4.23): This descriptor measures the surface area of atoms with low lipophilicity (logP values), suggesting reduced hydrophobic surface which correlates with diminished affinity for hydrophobic binding sites on plasma proteins, thereby increasing free drug concentration in plasma.

These features collectively reinforce the overall prediction of increased fraction unbound, consistent with the low plasma protein binding category, although additional molecular properties not shown here may also influence the final binding profile."
ADME_hPPB,mol_14_None,47.67884907847766,13.04901878157168,low binding,"['MolLogP', 'BCUT2D_MRHI', 'SlogP_VSA6']","[11.07098648045174, 2.6654231142269964, 2.33136228216723]","The model predicts a fraction unbound of 47.68% for plasma protein binding, categorizing the compound as low binding, which suggests a higher free drug concentration available for pharmacological activity. 

The baseline value of 13.05% represents the average fraction unbound across similar compounds. Since the prediction (47.68%) is substantially higher than the baseline, this indicates that the compound is expected to have significantly less plasma protein binding, enhancing its bioavailability and potentially increasing its therapeutic effectiveness due to more free drug circulating in plasma.

1. MolLogP (+11.07): MolLogP quantifies the compoundâ€™s lipophilicity, representing its affinity for lipid versus aqueous environments. A higher MolLogP typically correlates with increased membrane permeability and stronger binding to plasma proteins; however, in this context, the positive contribution suggests that the specific structural features related to lipophilicity favor reduced protein binding, possibly by lowering affinity to binding sites, resulting in increased free drug fraction. This implies better systemic availability for pharmacological action.

2. BCUT2D_MRHI (+2.67): BCUT2D_MRHI reflects a molecular orbital-based descriptor related to polarizability and electronic distribution in two-dimensional space. An increased BCUT2D_MRHI value suggests structural electronic properties that diminish strong interactions with plasma proteins, thus elevating the unbound fraction. This can lead to improved pharmacokinetics by facilitating faster tissue distribution and clearance.

3. SlogP_VSA6 (+2.33): SlogP_VSA6 measures the contribution of specific atom types within certain surface area ranges to overall lipophilicity. A positive value for this descriptor indicates that these structural segments reduce protein affinity, favoring higher free drug levels in plasma. This elevated free fraction supports enhanced bioavailability and potential efficacy.

These features collectively reinforce the overall prediction of increased fraction unbound, promoting lower plasma protein binding. Nonetheless, other molecular descriptors not detailed here may also influence the final prediction and pharmacokinetic profile."
ADME_hPPB,mol_15_None,4.6184248021825365,13.04901878157168,intermediate binding,"['MolLogP', 'BCUT2D_LOGPLOW', 'Phi']","[-6.189670602531319, -2.2725507290737985, 2.0301422826933218]","The model predicts a plasma protein binding fraction unbound (ADME_hPPB) of 4.62 %, which falls into the intermediate binding category, indicating a moderate proportion of the drug remains free in the plasma to exert pharmacological effects.

The baseline fraction unbound is 13.05 %, representing the average unbound fraction across a reference compound set. The predicted value of 4.62 % is substantially lower than this baseline, suggesting that the compound exhibits stronger plasma protein binding, thereby reducing the free drug concentration available for distribution and pharmacological activity.

1. MolLogP (-6.19): MolLogP quantifies the compoundâ€™s lipophilicity by predicting the logarithm of its octanol-water partition coefficient. A highly lipophilic molecule tends to bind more extensively to hydrophobic pockets in plasma proteins such as albumin, reducing the fraction unbound. The strong negative value indicates that increased lipophilicity strongly decreases the fraction unbound, consistent with enhanced plasma protein affinity and reduced free drug levels.

2. BCUT2D_LOGPLOW (-2.27): This descriptor reflects the lower range of the compoundâ€™s atomic contributions to lipophilicity, capturing subtle variations in hydrophobic regions. A negative contribution suggests that hydrophobic atomic environments contribute to increased binding affinity to plasma proteins, lowering unbound drug fractions. This aligns with the pharmacokinetic interpretation that minor lipophilic regions promote tighter protein interactions and reduce free drug availability.

3. Phi (+2.03): Phi is a geometric descriptor related to molecular flexibility or shape. A positive contribution indicates that certain structural characteristics associated with molecular conformation tend to increase the fraction unbound, possibly by reducing the moleculeâ€™s fit within plasma protein binding sites. However, this effect only partially mitigates the stronger negative contributions from lipophilicity-related features.

Overall, the lipophilicity-related features (MolLogP and BCUT2D_LOGPLOW) strongly reinforce the prediction of decreased fraction unbound, while the conformational descriptor (Phi) somewhat counteracts this effect. Nonetheless, the net result is a lower fraction unbound than baseline, and other unreported features likely dominate to produce the final binding prediction."
ADME_hPPB,mol_16_None,5.188883570761003,13.04901878157168,low binding,"['PEOE_VSA6', 'MolLogP', 'BertzCT']","[2.191947190688873, -1.5414466154784672, -1.5217353643726266]","The model predicts a plasma protein binding fraction unbound of 5.19%, categorized as low binding, indicating that a small portion of the drug remains free in plasma to exert pharmacological effects.  

The baseline represents an average fraction unbound of 13.05%, reflecting typical protein binding for similar compounds. The prediction of 5.19% is significantly lower than this average, suggesting stronger plasma protein binding, which implies less free drug availability and potentially altered distribution, clearance, and pharmacodynamic activity.  

1. PEOE_VSA6 (+2.19): This descriptor captures the van der Waals surface area of atoms with partial charges in a specific range, reflecting polar surface characteristics. A positive contribution (+2.19) indicates that increased polar surface area tends to raise the fraction unbound, likely by reducing lipophilicity and decreasing non-specific hydrophobic interactions with plasma proteins, thereby enhancing free drug.  

2. MolLogP (-1.54): MolLogP quantifies molecular lipophilicity, with higher values indicating greater lipid solubility. Its negative contribution (-1.54) suggests that increased lipophilicity promotes stronger binding to plasma proteins, reducing the fraction unbound. Lipophilic compounds often exhibit extensive binding to albumin and lipoproteins, limiting free drug concentration.  

3. BertzCT (-1.52): BertzCT measures molecular complexity, including size and branching. The negative value (-1.52) implies that higher molecular complexity correlates with increased plasma protein binding, possibly due to enhanced interaction surfaces and specific binding conformations, thus decreasing the fraction unbound.  

These features partially counteract the overall decrease in fraction unbound prediction, as the positive effect of PEOE_VSA6 raises unbound fraction while MolLogP and BertzCT decrease it; however, other unlisted features likely dominate, reinforcing the stronger protein binding and lower free drug availability."
ADME_hPPB,mol_17_None,67.55901942161196,13.04901878157168,low binding,"['MolLogP', 'BertzCT', 'FpDensityMorgan2']","[20.245825776250133, 7.5557461489340705, 6.056816441453017]","The prediction indicates a fraction unbound of 67.56%, categorizing the compound as having low plasma protein binding, which suggests higher free drug concentration available for pharmacological activity.

The baseline value of 13.05% represents an average plasma protein binding level for similar compounds, reflecting moderate binding affinity. Since the predicted fraction unbound is considerably higher than this baseline, it implies that the compound is less bound to plasma proteins, potentially resulting in increased tissue distribution, enhanced clearance, and greater pharmacodynamic effect due to a larger free drug fraction.

1. MolLogP (+20.25): MolLogP quantifies the lipophilicity of the molecule, with higher values indicating increased hydrophobicity. Increased lipophilicity typically enhances affinity for plasma proteins, leading to a higher bound fraction, but in this case, the positive contribution to unbound fraction suggests the compoundâ€™s lipophilicity favors reduced protein interactions or different binding dynamics, thus increasing free drug levels. Pharmacokinetically, this may translate into greater bioavailability and more efficient distribution.

2. BertzCT (+7.56): BertzCT measures molecular complexity based on the topology and connectivity of the molecule. Greater complexity can reduce nonspecific protein binding by introducing steric hindrance, thereby increasing the fraction unbound. From a pharmacokinetic perspective, this structural complexity supports a decreased binding affinity to plasma proteins, potentially enhancing free drug concentration and efficacy.

3. FpDensityMorgan2 (+6.06): FpDensityMorgan2 reflects the density of molecular fingerprints derived from circular substructures, indicating overall molecular surface features and polarity distribution. Elevated values often correspond with increased polarity or distinctive surface characteristics that reduce plasma protein binding. This results in an increased fraction unbound, favoring faster distribution and elimination kinetics with enhanced free drug exposure.

These features collectively reinforce the overall prediction of increased fraction unbound, consistent with low plasma protein binding; however, additional factors not shown here may also influence the final plasma protein binding profile."
ADME_hPPB,mol_18_None,43.835639688863886,13.04901878157168,low binding,"['MolLogP', 'qed', 'PEOE_VSA6']","[13.114491750252887, 3.6699274687527574, 2.5754973655674402]","The model predicts a plasma protein binding fraction unbound of 43.84%, categorizing the compound as low binding, which implies higher free drug concentration available for pharmacological activity. 

The baseline value of 13.05% represents the average fraction unbound across similar compounds, indicating moderate protein binding. The prediction of 43.84% is markedly higher than this baseline, suggesting significantly reduced plasma protein binding and thus potentially greater bioavailability and faster clearance in vivo.

1. MolLogP (+13.11): MolLogP quantifies the compound's lipophilicity, reflecting its affinity for lipid versus aqueous environments. A higher MolLogP value typically correlates with increased hydrophobicity, which usually enhances plasma protein binding; however, in this model, the strong positive contribution (+13.11) indicates that increased lipophilicity is associated with a higher fraction unbound, possibly due to specific interactions favoring free drug. Pharmacokinetically, this suggests the molecule's lipophilicity promotes reduced protein association, enhancing free drug levels.

2. qed (+3.67): The quantitative estimate of drug-likeness (qed) measures overall molecular properties related to bioavailability and pharmacokinetics. A higher qed score positively contributes to fraction unbound (+3.67), indicating that more drug-like molecules in this case tend to bind less to plasma proteins. This implies that favorable physicochemical profiles may reduce nonspecific plasma protein binding, improving drug exposure.

3. PEOE_VSA6 (+2.58): PEOE_VSA6 represents the sum of van der Waals surface areas of atomic partial charges within a specific range, reflecting molecular polarity and charge distribution. Its positive influence (+2.58) on fraction unbound suggests that particular polar surface area features reduce affinity for plasma proteins, allowing a greater proportion of free drug. This feature highlights the importance of electrostatic characteristics in modulating protein binding and free drug availability.

These features collectively reinforce the overall prediction of increased fraction unbound, supporting the conclusion of low plasma protein binding, although other molecular descriptors not shown here may also significantly influence the final prediction."
ADME_hPPB,mol_19_None,15.359967957172392,13.04901878157168,low binding,"['MolLogP', 'VSA_EState9', 'BertzCT']","[8.72616616459761, 2.962346028461357, -2.0019331515250376]","The model predicts a plasma protein binding fraction unbound of 15.36 %, categorizing the compound as low binding, which suggests a relatively higher free drug concentration available for pharmacological activity in plasma.

The baseline fraction unbound, representing the average predicted value across compounds in the dataset, is 13.05 %. Since the final prediction of 15.36 % is higher than the baseline, this indicates that the compound is expected to have less plasma protein binding than average. Biologically, this means more of the drug remains free in circulation, potentially leading to increased efficacy or faster clearance.

1. MolLogP (+8.73): MolLogP quantifies the compoundâ€™s lipophilicity, measuring its partition coefficient between octanol and water. A higher MolLogP generally corresponds to increased affinity for hydrophobic protein binding sites; however, in this context, its positive value indicates it contributes to increasing the fraction unbound, possibly reflecting a balance where modest lipophilicity favors reduced nonspecific binding. Pharmacokinetically, this suggests that the compound's lipophilicity promotes a higher free drug fraction available for distribution.

2. VSA_EState9 (+2.96): This feature represents a specific surface area combined with electronic state descriptors, capturing molecular regions with particular electrostatic characteristics relevant to protein interaction. Its positive contribution implies that these molecular surface properties reduce binding affinity to plasma proteins, thereby increasing free drug levels. This highlights the importance of electronic and spatial molecular properties in shaping drug-protein interactions and free drug availability.

3. BertzCT (-2.0): BertzCT measures molecular complexity based on branching and atomic connectivity. The negative value indicates that higher molecular complexity tends to reduce the fraction unbound by enhancing interactions with plasma proteins. In this case, the decrease partially offsets the increase predicted by other features, implying that greater molecular complexity slightly favors more binding and thus a lower unbound fraction.

These three features collectively reinforce the overall prediction of an increased fraction unbound, with MolLogP and VSA_EState9 providing the dominant positive influence, while BertzCT offers a modest counteracting effect. Other contributing factors not shown here may also impact the final prediction to varying extents."
ADME_hPPB,mol_1_None,3.7334149624197037,13.04901878157168,intermediate binding,"['MolLogP', 'BertzCT', 'SlogP_VSA2']","[-6.050632601642087, -1.6015541463589718, -0.6566636955473442]","The predicted plasma protein binding fraction unbound is 3.73 %, categorizing the compound as having intermediate binding affinity, which suggests a moderate extent of drug availability in plasma for pharmacological action or clearance.

The baseline value of 13.05 % represents the average fraction unbound across a reference chemical space. Since the prediction of 3.73 % is substantially lower than the baseline, this indicates that the compound is expected to bind more extensively to plasma proteins, resulting in a smaller proportion of free drug circulating in plasma and potentially altering its distribution and elimination kinetics.

1. MolLogP (-6.05): MolLogP quantifies the lipophilicity of the molecule, with higher values indicating greater lipid solubility. A negative contribution from MolLogP suggests that increased lipophilicity leads to stronger plasma protein binding, thus reducing the fraction unbound, consistent with the tendency of lipophilic drugs to associate tightly with hydrophobic binding sites on plasma proteins, decreasing free drug concentration.

2. BertzCT (-1.6): BertzCT is a molecular complexity metric that accounts for the structural intricacy of the compound. A negative effect from BertzCT implies that greater molecular complexity enhances plasma protein binding, potentially due to increased specific interactions or fit within binding pockets, thereby lowering the fraction unbound in plasma.

3. SlogP_VSA2 (-0.66): SlogP_VSA2 reflects the surface area of atoms with a particular range of logP contributions and relates to hydrophobic surface properties. Its negative influence indicates that larger hydrophobic surface areas promote stronger protein binding, reducing the free fraction available in plasma and influencing pharmacokinetic behavior by restricting distribution.

These three features collectively reinforce the overall prediction of decreased fraction unbound, strengthening the conclusion of enhanced plasma protein binding, although additional molecular descriptors not shown here may also significantly influence the final binding affinity."
ADME_hPPB,mol_2_None,99.64180615914752,13.04901878157168,low binding,"['MolLogP', 'BertzCT', 'BCUT2D_MRHI']","[26.940136278907723, 15.793559417876988, 5.555484185012085]","The predicted plasma protein binding fraction unbound is 99.64%, categorizing this compound as having low plasma protein binding, which suggests a high proportion of the drug remains free in plasma and is therefore pharmacologically active.

The baseline value of 13.05% represents the average fraction unbound across a reference set of compounds, reflecting typical plasma protein binding. The predicted unbound fraction of 99.64% is substantially higher than this baseline, indicating that this compound is expected to exhibit minimal plasma protein binding, likely resulting in increased free drug concentration, enhanced tissue distribution, and potentially faster clearance.

1. MolLogP (+26.94): MolLogP quantifies the logarithm of the octanol-water partition coefficient, reflecting lipophilicity. A higher MolLogP generally correlates with increased lipophilicity, promoting stronger plasma protein binding; however, in this model, a positive contribution of +26.94 to fraction unbound indicates that increased lipophilicity corresponds to reduced binding in this context, possibly due to specific molecular characteristics that decrease affinity for plasma proteins, thereby enhancing free drug availability and systemic exposure.

2. BertzCT (+15.79): BertzCT measures molecular complexity, considering the size, branching, and heteroatom content of the molecule. A more complex molecular structure can hinder binding interactions with plasma proteins, and thus the positive contribution of +15.79 suggests that increased structural complexity reduces plasma protein binding, favoring a higher fraction of unbound drug available for pharmacological action.

3. BCUT2D_MRHI (+5.56): BCUT2D_MRHI is a descriptor related to the moleculeâ€™s electronic and topological properties, particularly reflecting molecular polarizability and distribution of atomic properties. The positive value of +5.56 indicates that molecular features associated with higher MRHI reduce plasma protein binding affinity, leading to greater free drug fraction, which can increase pharmacodynamic effects and modify drug clearance.

These three features collectively reinforce the overall prediction of a markedly increased fraction unbound, consistent with low plasma protein binding. While these prominent descriptors support the high unbound fraction, additional molecular properties not shown here may further influence the final binding profile."
ADME_hPPB,mol_3_None,0.051401540763728625,13.04901878157168,very high binding,"['MolLogP', 'BertzCT', 'SMR_VSA9']","[-4.709733064607149, -1.3370131736341726, -0.8476259514227661]","The model predicts a plasma protein binding fraction unbound of 0.05%, indicating very high binding affinity of the compound to plasma proteins, which suggests limited free drug available for pharmacological activity and distribution.

The baseline value of 13.05% represents the average fraction unbound observed across related compounds. Since the predicted value is significantly lower than the baseline, it implies that this compound binds more extensively to plasma proteins than average, potentially reducing its free concentration in plasma and affecting its efficacy and clearance.

1. MolLogP (-4.71): This feature represents the compoundâ€™s lipophilicity, with higher values indicating increased hydrophobicity. A strongly negative value here suggests that increased lipophilicity decreases the fraction unbound by promoting stronger hydrophobic interactions with plasma proteins, leading to higher overall binding and reduced free drug levels.

2. BertzCT (-1.34): BertzCT measures molecular complexity. A negative contribution indicates that increased complexity correlates with reduced free fraction, likely due to more specific or multiple binding interactions with plasma proteins, which stabilizes the bound form and lowers unbound drug concentration.

3. SMR_VSA9 (-0.85): This descriptor accounts for the descriptor of molecular surface area associated with polarizability and polar surface area. A negative value indicates that greater polarizability or polar surface area reduces the unbound fraction by enhancing electrostatic or dipole interactions with plasma proteins, increasing binding affinity.

These features collectively reinforce the overall prediction of very high plasma protein binding by decreasing the fraction unbound, consistent with the strong predicted affinity. However, other unreported molecular attributes may also contribute to this pronounced binding behavior."
ADME_hPPB,mol_4_None,10.316532168390635,13.04901878157168,low binding,"['MolLogP', 'BertzCT', 'PEOE_VSA6']","[-6.073163475914759, -1.874353182641094, 1.5604945799773855]","The model predicts a plasma protein binding fraction unbound of 10.32 %, categorizing the compound as low binding, which implies a relatively higher free drug concentration available for pharmacological activity.

The baseline value of 13.05 % represents an average fraction unbound for similar compounds in the dataset. The predicted fraction unbound of 10.32 % is lower than this baseline, indicating increased plasma protein binding compared to the average, which generally suggests reduced free drug availability and potentially altered distribution and clearance.

1. MolLogP (-6.07): MolLogP represents the moleculeâ€™s calculated octanol-water partition coefficient, reflecting its lipophilicity. A negative contribution of -6.07 indicates that higher lipophilicity significantly decreases the fraction unbound by promoting stronger interactions with hydrophobic sites on plasma proteins, thus reducing free drug levels. This feature is crucial for interpreting how lipophilic compounds tend to have increased plasma protein binding and limited free circulation.

2. BertzCT (-1.87): BertzCT quantifies the molecular complexity and connectivity. Its negative contribution of -1.87 suggests that increased structural complexity enhances plasma protein binding by providing more binding interfaces, thus lowering the fraction unbound. From a pharmacokinetic perspective, more complex molecules may exhibit greater affinity for plasma proteins, affecting the drugâ€™s bioavailability.

3. PEOE_VSA6 (+1.56): PEOE_VSA6 measures the partial charge surface area on atoms with a specific charge range, relating to polar surface properties. A positive value of +1.56 indicates that higher polar surface areas within this charge range increase the fraction unbound, likely by reducing hydrophobic protein interactions. This partially counteracts the overall decrease in fraction unbound by favoring free drug availability through weaker binding.

These features mostly reinforce the prediction of decreased fraction unbound, with the positive effect of PEOE_VSA6 partially counteracting this trend, while other features not shown may dominate and further influence the binding prediction."
ADME_hPPB,mol_5_None,17.977869092542726,13.04901878157168,low binding,"['MolLogP', 'BertzCT', 'VSA_EState6']","[6.617684106798527, -2.322033029923268, -1.686668300827467]","The model predicts a plasma protein binding fraction unbound (ADME_hPPB) of 17.98%, categorizing the compound as exhibiting low plasma protein binding, which suggests a higher proportion of free, pharmacologically active drug in circulation.

The baseline value represents an average fraction unbound of 13.05% observed across similar compounds, indicating typical plasma protein binding. The predicted value of 17.98% is higher than this baseline, implying that the compound is less bound to plasma proteins than average, which could result in greater bioavailability and potentially enhanced therapeutic efficacy due to increased free drug concentration.

1. MolLogP (+6.62): This feature represents the compoundâ€™s calculated octanol-water partition coefficient (logP), reflecting its lipophilicity. A higher MolLogP typically correlates with increased hydrophobicity, which often enhances plasma protein binding; however, in this prediction, the positive contribution suggests that higher lipophilicity in this context is associated with increased fraction unbound, possibly due to the specific molecular environment or binding site characteristics reducing overall affinity to plasma proteins. Pharmacokinetically, this indicates the compound may retain higher free drug levels despite its lipophilicity.

2. BertzCT (-2.32): BertzCT quantifies molecular complexity based on connectivity and subgraphs within the structure. A negative contribution indicates that greater molecular complexity decreases the fraction unbound, likely because more complex structures provide additional or stronger binding interactions with plasma proteins, reducing free drug levels. This suggests that increased structural complexity limits the amount of pharmacologically active unbound drug.

3. VSA_EState6 (-1.69): This feature combines van der Waals surface area with electronic state indices for a specific chemical environment type. The negative value demonstrates that a higher contribution of these molecular surface electronic properties reduces the fraction unbound by strengthening plasma protein interactions. Consequently, these surface electronic characteristics enhance binding affinity, thereby lowering the free drug fraction.

Overall, these features moderately counteract each other but collectively reinforce the prediction of a higher fraction unbound compared to the baseline. Additional molecular descriptors not shown here may also significantly influence the final prediction."
ADME_hPPB,mol_6_None,0.13799915093960896,13.04901878157168,very high binding,"['MolLogP', 'MinAbsEStateIndex', 'BertzCT']","[-3.662948219900388, 2.693189025182536, -1.5009900017735884]","The model predicts a plasma protein binding fraction unbound of 0.14%, indicating very high binding affinity, which implies that only a minimal fraction of the drug remains free in plasma to exert pharmacological effects or undergo clearance.

The baseline value of 13.05% represents the average fraction unbound across similar compounds. Since the prediction of 0.14% is significantly lower than the baseline, it suggests an increased extent of plasma protein binding for this compound, resulting in a much smaller free drug concentration available for distribution and elimination.

1. MolLogP (-3.66): This feature quantifies the compoundâ€™s lipophilicity, with lower MolLogP values indicating reduced hydrophobicity. Because hydrophobic drugs typically exhibit stronger binding to plasma proteins such as albumin, the negative value reflects a decrease in lipophilicity, which tends to reduce plasma protein binding. Here, the negative contribution suggests an effect that partially counteracts the overall strong binding predicted.  

2. MinAbsEStateIndex (+2.69): This descriptor captures the minimum absolute electrotopological state index, which relates to the electronic environment and atom connectivity within the molecule. A positive value indicates features of the molecular structure that promote plasma protein interactions, thereby increasing binding affinity. This contribution aligns with enhancing the high binding predicted by the model.

3. BertzCT (-1.5): Bertz complexity (BertzCT) measures molecular complexity including branching and heteroatom content. The negative value suggests that increased complexity is associated with decreased plasma protein binding, potentially due to steric hindrance limiting interaction with binding sites. Thus, this feature slightly reduces predicted binding affinity, partially opposing the strong overall binding.

Overall, the contributions of MolLogP (-3.66) and BertzCT (-1.5) partially counteract the decrease in fraction unbound, while MinAbsEStateIndex (+2.69) reinforces the strong binding prediction. However, the pronounced decrease below baseline indicates that additional molecular features not described here dominate the outcome."
ADME_hPPB,mol_7_None,3.833282251348098,13.04901878157168,intermediate binding,"['MolLogP', 'PEOE_VSA10', 'BertzCT']","[-5.034568002874687, 2.318376416883014, -1.4960701503960068]","The predicted plasma protein binding fraction unbound is 3.83 %, categorized as intermediate binding, indicating that a relatively small proportion of the drug remains unbound and pharmacologically active in plasma.

The baseline value of 13.05 % represents the average fraction unbound across similar compounds, while the current prediction is significantly lower, suggesting increased plasma protein affinity. This implies a higher extent of drug sequestration by plasma proteins, which may reduce free drug availability for target interaction and affect pharmacokinetic properties such as distribution and clearance.

1. MolLogP (-5.03): MolLogP quantifies the lipophilicity of the molecule; a negative value here indicates that higher lipophilicity strongly decreases the fraction unbound by promoting stronger hydrophobic interactions with plasma proteins like albumin. Such increased binding typically leads to lower free drug concentration, impacting tissue penetration and drug elimination.

2. PEOE_VSA10 (+2.32): This descriptor reflects the total solvent-accessible surface area for atoms with a specific partial charge range, capturing polar surface characteristics. Its positive value suggests that increased polar surface area contributes to a slight increase in the unbound fraction, possibly by reducing affinity to hydrophobic binding sites. However, this effect partially mitigates the overall decreased unbound fraction.

3. BertzCT (-1.50): BertzCT measures molecular complexity, which correlates with structural intricacy and potential binding sites. A negative contribution indicates that greater molecular complexity lowers the fraction unbound, likely by enhancing binding interactions with diverse plasma proteins, thereby reducing free drug concentration.

Overall, the contributions from MolLogP and BertzCT reinforce the prediction of reduced fraction unbound, while the positive effect of PEOE_VSA10 partially counteracts this decrease. Other molecular features not shown here may further influence the final binding prediction."
